ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-275046,Source2,2,2016-10-27 08:51:50,2016-10-27 09:21:38,30.232235,-97.901848,,,0.0,Accident on Scenic Brook Dr at US-290.,Scenic Brook Dr,Austin,Travis,TX,78736,US,US/Central,KATT,2016-10-27 08:51:00,69.1,,87.0,30.2,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-283051,Source2,2,2016-11-28 13:34:49,2016-11-28 15:05:00,29.723055,-95.501068,,,0.01,Accident on Westpark Dr at Hillcroft St.,Hillcroft St,Houston,Harris,TX,77063,US,US/Central,KMCJ,2016-11-28 13:35:00,82.4,,58.0,29.5,10.0,SW,13.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-284666,Source2,2,2016-09-15 08:10:33,2016-09-15 08:55:33,32.781834,-96.797348,,,0.0,Accident on Ervay St at Elm St.,N Ervay St,Dallas,Dallas,TX,75201,US,US/Central,KDAL,2016-09-15 07:53:00,79.0,,79.0,30.02,10.0,Calm,,,Partly Cloudy,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-284672,Source2,3,2016-09-15 08:44:45,2016-09-15 09:29:45,30.088902,-97.818962,,,0.0,Delays due to accident on I-35 Northbound before Exit 223 Main St.,Main St,Buda,Hays,TX,78610,US,US/Central,KAUS,2016-09-15 08:53:00,79.0,,82.0,30.01,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-285153,Source2,3,2016-09-16 17:30:04,2016-09-16 18:15:04,32.741749,-97.749893,,,0.0,Accident on I-20 Eastbound at Exit 410 Bankhead Hwy.,I-20 E,Weatherford,Parker,TX,76087,US,US/Central,KGDJ,2016-09-16 17:35:00,91.4,,39.0,29.92,10.0,North,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-289908,Source2,2,2016-10-08 07:44:28,2016-10-08 08:14:02,30.198299,-97.684128,,,0.0,Accident on US-183 Southbound at McKinney Falls Pkwy.,US Highway 183 S,Austin,Travis,TX,78744,US,US/Central,KAUS,2016-10-08 07:53:00,62.1,,86.0,30.22,10.0,NNW,6.9,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-293357,Source2,2,2016-08-08 10:33:15,2016-08-08 11:03:15,30.367392,-97.694588,,,0.0,Accident on TX-275 Loop Lamar Blvd Northbound between Rutland Dr and Longspur Blvd.,W Longspur Blvd,Austin,Travis,TX,78753-4141,US,US/Central,KATT,2016-08-08 10:51:00,89.1,,59.0,29.89,10.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-294729,Source2,2,2016-08-15 10:17:28,2016-08-15 10:47:28,30.224773,-97.742104,,,0.0,Accident on Parker Ln Northbound between Woodward St and Timber Ridge Rd.,Timber Ridge Rd,Austin,Travis,TX,78741-5545,US,US/Central,KAUS,2016-08-15 10:09:00,72.0,,100.0,30.01,3.0,ENE,6.9,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-300192,Source2,3,2016-09-10 07:44:17,2016-09-10 08:14:17,32.770901,-96.810661,,,0.0,Two lanes blocked due to accident on I-30 Tom Landry Fwy Westbound at TX-342 Riverfront Blvd.,US-77 S,Dallas,Dallas,TX,75207,US,US/Central,KDAL,2016-09-10 07:53:00,71.1,,84.0,30.14,10.0,NNW,5.8,0.01,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-302421,Source2,2,2016-07-03 21:36:41,2016-07-03 22:51:41,30.253904,-97.712395,,,0.0,Accident on 2nd St at Pleasant Valley Rd.,N Pleasant Valley Rd,Austin,Travis,TX,78702-4834,US,US/Central,KATT,2016-07-03 21:51:00,86.0,,70.0,29.85,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-306443,Source2,2,2016-07-28 16:11:33,2016-07-28 17:02:46,32.799011,-96.793182,,,0.0,Accident on US-75 Southbound at Exits 1A 284C 285 286A Central Expy.,N Hall St,Dallas,Dallas,TX,75204,US,US/Central,KDAL,2016-07-28 15:53:00,97.0,,41.0,29.89,10.0,Variable,6.9,,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-307066,Source2,2,2016-08-01 18:21:52,2016-08-01 18:51:52,29.544271000000002,-98.377022,,,0.0,Accident on Tech Com Rd at Crosswinds Way.,Tech Com Rd,San Antonio,Bexar,TX,78233,US,US/Central,KRND,2016-08-01 17:58:00,96.3,,33.0,29.94,10.0,SE,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-313729,Source2,2,2016-07-20 12:10:16,2016-07-20 12:55:16,47.659775,-122.311981,,,0.0,Accident on 43rd St at 15th Ave.,15th Ave NE,Seattle,King,WA,98105-6261,US,US/Pacific,KBFI,2016-07-20 11:53:00,73.9,,50.0,30.13,10.0,Variable,4.6,,Partly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-317876,Source2,3,2017-02-02 10:58:04,2017-02-02 11:28:41,34.062088,-117.296722,,,0.01,#1 lane blocked due to accident on I-215 Northbound at I-10.,I-215 N,Colton,San Bernardino,CA,92324,US,US/Pacific,KSBD,2017-02-02 11:50:00,64.4,,26.0,30.13,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-321018,Source2,2,2017-02-01 13:23:58,2017-02-01 13:52:40,28.382322,-81.308479,,,0.01,Partially blocked due to serious accident on FL-527A Boggy Creek Rd at Boggy Creek Rd.,Jeff Fuqua Blvd,Orlando,Orange,FL,32824,US,US/Eastern,KMCO,2017-02-01 12:53:00,72.0,,35.0,30.21,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-323244,Source2,3,2017-02-07 20:52:46,2017-02-07 21:23:55,33.885494,-84.25168599999998,,,0.01,Multi-vehicle accident on I-285 Eastbound at Exits 33 34 Chamblee Tucker Rd.,Chamblee Tucker Rd,Atlanta,DeKalb,GA,30341,US,US/Eastern,KPDK,2017-02-07 20:53:00,55.9,,93.0,29.79,1.5,SSE,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-329412,Source2,3,2017-01-29 16:16:07,2017-01-29 17:00:35,39.027939,-78.270042,,,0.01,Left hand shoulder closed and right hand shoulder closed due to accident on I-81 Northbound at Exit 302 VA-627 Reliance Rd.,Reliance Rd,Middletown,Frederick,VA,22645,US,US/Eastern,KOKV,2017-01-29 16:15:00,37.4,30.8,52.0,29.71,10.0,WNW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-334395,Source2,2,2017-02-07 12:30:53,2017-02-07 13:00:18,29.454822999999998,-98.481773,,,0.01,Right hand shoulder blocked due to accident on US-281 Northbound at Saint Marys St.,N Saint Marys St,San Antonio,Bexar,TX,78212-3535,US,US/Central,KSAT,2017-02-07 12:51:00,82.9,,36.0,29.8,10.0,West,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-335104,Source2,2,2017-02-10 08:57:51,2017-02-10 09:27:41,29.700703000000004,-95.377075,,,0.01,Accident on US-90 Alt Old Spanish Trl at Ardmore St.,Old Spanish Trl,Houston,Harris,TX,77054-2218,US,US/Central,KMCJ,2017-02-10 08:55:00,64.4,,73.0,30.22,9.0,ESE,15.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-337554,Source2,2,2017-02-20 21:16:00,2017-02-20 21:45:33,37.952529999999996,-121.27506299999999,,,0.01,Right hand shoulder blocked due to accident on CA-4 Ort J Lofthus Fwy Eastbound before Exit 67 Lafayette St.,Ort J Lofthus Fwy E,Stockton,San Joaquin,CA,95205,US,US/Pacific,KSCK,2017-02-20 20:55:00,57.0,,93.0,29.99,9.0,SSE,21.9,0.01,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-338586,Source2,3,2017-03-01 09:37:14,2017-03-01 10:06:47,37.753693,-122.151398,,,0.01,Accident on I-580 Westbound before Exits 29 29A 98th Ave.,I-580 E,Oakland,Alameda,CA,94605,US,US/Pacific,KOAK,2017-03-01 09:53:00,51.1,,83.0,30.43,10.0,SSW,5.8,,Clear,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-342318,Source2,2,2017-03-29 08:52:57,2017-03-29 09:22:23,37.865192,-121.667648,,,0.01,Accident on Vasco Rd Southbound at Camino Diablo.,Vasco Rd,Byron,Contra Costa,CA,94514,US,US/Pacific,KLVK,2017-03-29 08:53:00,54.0,,75.0,30.19,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-342737,Source2,2,2017-03-31 18:52:35,2017-03-31 19:22:10,37.722115,-121.538467,,,0.01,Accident on Mountain House Pkwy at I-580.,I-580 E,Tracy,San Joaquin,CA,95377,US,US/Pacific,KLVK,2017-03-31 18:53:00,68.0,,27.0,29.9,10.0,North,8.1,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-343251,Source2,2,2017-02-14 13:20:32,2017-02-14 14:05:11,34.037537,-118.03841399999999,,,0.01,Accident on CA-60 Westbound before Exit 11 Peck Rd.,Peck Rd,South El Monte,Los Angeles,CA,91733,US,US/Pacific,KEMT,2017-02-14 13:45:00,71.6,,43.0,30.03,10.0,South,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-345463,Source2,3,2017-02-24 21:12:34,2017-02-24 21:57:11,33.69582,-117.935143,,,0.01,Accident on I-405 Northbound at Exit 12 Euclid St.,I-405 N,Fountain Valley,Orange,CA,92708,US,US/Pacific,KSNA,2017-02-24 20:53:00,53.1,,59.0,30.17,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-347336,Source2,2,2017-03-05 14:47:12,2017-03-05 15:16:53,34.491318,-119.79540300000001,,,0.01,Accident on CA-154 San Marcos Pass Rd Eastbound at San Marcos Rd.,Painted Cave Rd,Santa Barbara,Santa Barbara,CA,93105-9780,US,US/Pacific,KSBA,2017-03-05 14:53:00,59.0,,44.0,29.99,10.0,NW,19.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-357460,Source2,3,2017-03-13 22:09:09,2017-03-13 22:53:54,28.593121999999997,-81.38203399999998,,,0.01,Two lanes blocked due to accident on I-4 Westbound at Exit 87 FL-426 Fairbanks Ave.,W Fairbanks Ave,Winter Park,Orange,FL,32789,US,US/Eastern,KORL,2017-03-13 21:53:00,66.0,,93.0,29.86,10.0,Calm,,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-362530,Source2,2,2017-03-13 21:22:01,2017-03-13 21:51:42,34.00304000000001,-84.573357,,,0.0,Accident on Barrett Lakes Blvd at Greers Chapel Dr.,Barrett Lakes Blvd NW,Kennesaw,Cobb,GA,30144,US,US/Eastern,KRYY,2017-03-13 21:47:00,37.4,32.1,100.0,30.01,2.0,East,6.9,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-364201,Source2,2,2017-03-02 19:07:27,2017-03-02 19:37:16,41.147265999999995,-96.098579,,,0.01,Accident on NE-370 at 120th St.,Highway 370,Papillion,Sarpy,NE,68046,US,US/Central,KMLE,2017-03-02 19:15:00,34.9,29.0,55.0,30.51,10.0,North,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-367908,Source2,3,2017-02-28 17:06:02,2017-02-28 17:35:46,42.4981,-83.536034,,,0.01,Left hand shoulder blocked due to accident on I-96 Westbound after Exit 159 Wixom Rd.,I-96 W,Wixom,Oakland,MI,48393,US,US/Eastern,KPTK,2017-02-28 16:53:00,50.0,,89.0,29.76,3.0,South,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-383485,Source2,2,2017-03-26 10:37:01,2017-03-26 11:06:33,38.780322999999996,-76.997284,,,0.01,Accident on MD-210 Indian Head Hwy Northbound at Kerby Hill Rd.,Kerby Hill Rd,Fort Washington,Prince George's,MD,20744,US,US/Eastern,KDCA,2017-03-26 10:52:00,48.0,,89.0,30.35,10.0,East,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-387310,Source2,2,2017-02-27 20:07:11,2017-02-27 20:36:54,29.509317,-98.409309,,,0.01,Accident on TX-368 Loop Austin Hwy at Perrin Beitel Rd.,Perrin Beitel Rd,San Antonio,Bexar,TX,78218,US,US/Central,KSAT,2017-02-27 19:51:00,70.0,,76.0,29.86,10.0,SSE,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-394472,Source2,2,2017-03-31 09:13:42,2017-03-31 09:43:34,29.656008,-95.50843,,,0.01,Accident on Bellfort St at Fondren Rd.,Fondren Rd,Houston,Harris,TX,77096-5508,US,US/Central,KMCJ,2017-03-31 09:15:00,68.0,,68.0,29.83,10.0,SSW,4.6,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-398734,Source2,2,2017-04-17 07:09:03,2017-04-17 07:53:48,38.999138,-123.358376,,,0.01,Accident on CA-128 at CA-253 Boonville Rd.,Highway 128,Yorkville,Mendocino,CA,95494,US,US/Pacific,KUKI,2017-04-17 06:56:00,48.0,,93.0,30.01,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-403050,Source2,3,2017-04-09 06:28:34,2017-04-09 06:57:42,33.669411,-117.822929,,,0.01,Accident on I-405 Southbound at Culver Dr.,San Diego Fwy S,Irvine,Orange,CA,92612,US,US/Pacific,KSNA,2017-04-09 06:53:00,53.1,,71.0,30.03,10.0,East,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-404283,Source2,2,2017-04-14 15:31:03,2017-04-14 16:00:49,34.446163,-119.206406,,,0.01,Accident on CA-150 Ojai Ave near Carne Rd.,E Ojai Ave,Ojai,Ventura,CA,93023-9638,US,US/Pacific,KOXR,2017-04-14 15:51:00,64.9,,56.0,29.96,10.0,West,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-404502,Source2,3,2017-04-15 07:54:12,2017-04-15 08:23:44,33.864235,-117.26053600000002,,,0.01,Right hand shoulder blocked due to accident on I-215 Southbound at Harley Knox Blvd.,I-215 S,Perris,Riverside,CA,92571,US,US/Pacific,KRIV,2017-04-15 07:58:00,52.3,,70.0,29.97,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-405326,Source2,2,2017-04-18 22:00:58,2017-04-18 22:45:38,33.97102,-117.692856,,,0.01,Accident on CA-71 Southbound at Exit 7 Soquel Canyon Pkwy.,Chino Valley Fwy S,Chino Hills,San Bernardino,CA,91709,US,US/Pacific,KCNO,2017-04-18 21:53:00,62.1,,78.0,30.11,10.0,SW,5.8,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-405338,Source2,2,2017-04-18 23:25:43,2017-04-19 00:10:09,34.155727,-118.43123600000001,,,0.01,Right hand shoulder blocked due to accident on US-101 Eastbound at Exit 16 Woodman Ave. On the median.,Woodman Ave,Sherman Oaks,Los Angeles,CA,91423,US,US/Pacific,KBUR,2017-04-18 23:21:00,60.1,,86.0,30.12,10.0,SSW,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-407417,Source2,2,2017-04-27 17:20:31,2017-04-27 18:05:17,34.126991,-118.090981,,,0.01,Accident on Huntington Dr Eastbound after San Gabriel Blvd.,Huntington Dr,San Marino,Los Angeles,CA,91108,US,US/Pacific,KEMT,2017-04-27 16:46:00,86.0,,27.0,29.71,10.0,NE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-410091,Source2,3,2017-04-06 07:49:48,2017-04-06 08:33:55,27.941801,-82.32959,,,0.01,Right lane blocked due to accident on I-75 Southbound before Exit 257 / FL-60.,E Adamo Dr,Tampa,Hillsborough,FL,33619,US,US/Eastern,KTPF,2017-04-06 07:55:00,73.4,,100.0,29.93,10.0,West,9.2,0.09,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-410902,Source2,3,2017-04-13 07:15:38,2017-04-13 07:45:18,28.0543,-82.353836,,,0.01,Center lane blocked due to accident on I-75 Southbound at Exit 265 FL-582 Fowler Ave.,I-75 S,Tampa,Hillsborough,FL,33637,US,US/Eastern,KVDF,2017-04-13 07:15:00,59.0,,88.0,30.18,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-415832,Source2,3,2017-04-30 16:28:20,2017-04-30 16:57:16,41.614940999999995,-93.776962,,,0.01,Left Center lane blocked due to accident on I-80 I-35 Eastbound at Exit 125 US-6 Hickman Rd.,Hickman Rd,Urbandale,Polk,IA,50323,US,US/Central,KDSM,2017-04-30 16:35:00,46.0,39.3,89.0,29.51,3.0,ENE,16.1,0.1,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-422231,Source2,3,2017-04-26 08:03:20,2017-04-26 08:33:08,40.86097,-73.828407,,,0.01,Accident on I-95 New England Trwy Southbound at Exits 9 10 Hutchinson River Pkwy.,New England Trwy S,Bronx,Bronx,NY,10475,US,US/Eastern,KLGA,2017-04-26 07:51:00,55.0,,93.0,29.75,3.0,ENE,6.9,0.04,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-422939,Source2,2,2017-05-02 20:04:28,2017-05-02 20:40:00,42.165828999999995,-70.89337900000002,,,0.01,Accident on MA-3 Southbound at Exit 14 MA-228 Hingham St.,Hingham St,Rockland,Plymouth,MA,02370,US,US/Eastern,KMQE,2017-05-02 19:56:00,64.0,,50.0,29.57,,West,18.4,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-430983,Source2,2,2017-04-14 10:23:54,2017-04-14 10:53:42,29.722532,-95.391388,,,0.01,Accident on Hermann Park Dr at Fannin St.,Fannin St,Houston,Harris,TX,77030,US,US/Central,KMCJ,2017-04-14 10:15:00,75.2,,65.0,30.09,10.0,East,11.5,,Mostly Cloudy,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
A-435941,Source2,2,2017-04-10 20:51:14,2017-04-10 21:35:46,47.873016,-122.27383400000001,,,0.01,Accident on WA-99 at Lincoln Way.,Lincoln Way,Lynnwood,Snohomish,WA,98087,US,US/Pacific,KPAE,2017-04-10 20:53:00,44.1,36.2,79.0,30.13,10.0,SSE,18.4,,Clear,False,False,True,True,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-438408,Source2,2,2017-05-24 07:47:11,2017-05-24 08:31:57,38.000446000000004,-121.824554,,,0.009999999776482582,Right hand shoulder blocked due to multi-vehicle accident on CA-4 Westbound at Exit 27 Contra Loma Blvd.,CA-4 W,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,2017-05-24 07:53:00,57.0,,77.0,29.8,10.0,West,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-440353,Source2,2,2017-05-19 06:03:11,2017-05-19 06:47:40,32.783623,-117.00536299999999,,,0.009999999776482582,Left hand shoulder blocked due to accident on CA-125 Northbound at I-8.,CA-125 N,La Mesa,San Diego,CA,91942,US,US/Pacific,KSEE,2017-05-19 05:55:00,53.6,,88.0,29.92,10.0,Calm,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-447915,Source2,2,2017-05-24 07:28:24,2017-05-24 07:56:50,41.295906,-73.933449,,,0.009999999776482582,Right hand shoulder blocked due to accident on US-202 Eastbound near Bear Mountain State Pkwy.,Briarcliff Peekskill Pkwy S,Peekskill,Westchester,NY,10566,US,US/Eastern,KSWF,2017-05-24 07:45:00,57.2,,94.0,29.76,20.0,Variable,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-449573,Source2,2,2017-05-19 09:16:52,2017-05-19 09:46:41,39.790413,-77.25489,,,0.009999999776482582,Accident on US-15 Bus Emmitsburg Rd Northbound at Eisenhower Farm Rd.,Eisenhower Farm Rd,Gettysburg,Adams,PA,17325,US,US/Eastern,KRYT,2017-05-19 08:53:00,78.0,78.0,64.0,29.04,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-450166,Source2,2,2017-05-24 11:43:35,2017-05-24 12:13:24,39.922191999999995,-75.086624,,,0.019999999552965164,Accident on US-130 Crescent Blvd at US-30 Crescent Blvd.,E Crescent Blvd,Collingswood,Camden,NJ,08108-1045,US,US/Eastern,KPHL,2017-05-24 11:54:00,66.0,,65.0,29.75,10.0,East,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-458995,Source2,2,2017-06-06 08:47:12,2017-06-06 09:17:00,32.713299,-117.14023600000002,,,0.009999999776482582,Accident on CA-94 Westbound at Exit 1B F St.,CA-94 W,San Diego,San Diego,CA,92102,US,US/Pacific,KSAN,2017-06-06 08:51:00,63.0,,87.0,29.97,8.0,SSW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-461943,Source2,2,2017-06-19 13:57:39,2017-06-19 14:27:07,34.065884000000004,-117.80686999999999,,,0.0,1 right lane blocked due to accident on CA-57 Southbound at Exits 21 22C CA-71.,CA-57 S,San Dimas,Los Angeles,CA,91773,US,US/Pacific,KPOC,2017-06-19 13:47:00,89.6,,36.0,29.87,10.0,West,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-467384,Source2,2,2017-06-22 16:50:18,2017-06-22 17:33:52,28.577953000000004,-81.451492,,,0.0,Accident on FL-438 Silver Star Rd at FL-431 Pine Hills Rd.,N Pine Hills Rd,Orlando,Orange,FL,32808,US,US/Eastern,KORL,2017-06-22 16:53:00,90.0,,61.0,30.03,10.0,SE,11.5,0.0,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-467440,Source2,2,2017-06-23 07:12:42,2017-06-23 07:42:17,27.269378999999997,-82.454208,,,0.0,Accident on FL-72 Clark Rd at Catamaran Dr.,Clark Rd,Sarasota,Sarasota,FL,34233-3304,US,US/Eastern,KSRQ,2017-06-23 06:53:00,73.0,,93.0,30.01,10.0,ESE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-467652,Source2,3,2017-06-26 09:30:13,2017-06-26 10:14:11,25.789072,-80.204353,,,0.0,Lane blocked on exit ramp due to accident on I-395 Westbound at Exits 1A 1B I-95.,I-95 S,Miami,Miami-Dade,FL,33136,US,US/Eastern,KMIA,2017-06-26 09:53:00,84.9,,67.0,30.07,10.0,SE,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
